id,genres
590,7
590,8
590,3
590,1
590,2
591,2
591,1
592,2
592,1
592,8
592,10
593,7
593,1
593,2
594,1
594,8
594,3
594,2
595,2
595,8
595,7
595,3
595,1
596,1
596,2
596,7
597,7
597,2
598,7
598,1
598,2
599,2
599,7
599,8
599,17
600,2
600,10
601,2
601,10
601,12
602,8
602,15
602,2
602,4
602,14
603,2
604,8
604,2
604,4
604,5
604,15
605,15
605,2
605,3
606,8
606,2
606,7
607,14
607,3
607,11
607,15
608,2
608,3
609,15
609,2
609,4
609,8
610,1
610,2
610,3
610,8
611,8
611,15
611,7
611,2
611,4
611,5
612,2
612,1
613,15
613,3
613,1
613,2
613,4
613,8
614,2
615,2
615,1
616,1
616,16
617,15
617,2
617,4
617,8
618,3
618,4
618,15
618,14
619,3
619,7
619,5
619,8
620,1
620,2
620,7
621,2
621,7
621,3
621,1
622,16
622,17
623,2
624,3
624,2
624,9
624,19
625,2
625,10
626,2
626,7
626,1
627,10
627,2
628,7
628,8
628,1
628,2
629,1
629,2
629,7
630,2
630,18
631,1
631,16
632,4
632,15
632,14
632,8
632,2
633,8
633,3
633,1
633,2
633,10
634,3
635,2
635,1
636,16
637,3
637,2
637,1
638,2
638,18
638,17
639,2
639,3
640,15
640,8
640,7
640,14
640,4
641,17
641,16
642,4
642,3
642,11
642,10
642,14
643,8
643,3
643,2
643,4
643,15
644,2
644,1
645,7
645,1
645,2
645,8
646,2
646,7
646,8
646,1
647,7
647,3
647,1
647,8
648,2
648,10
648,5
648,7
649,1
649,2
649,10
649,3
650,2
650,10
650,7
650,1
651,3
651,10
652,1
652,7
